PartId,PartNumber,Type,Code
22619,GLIU101,0,ÖVRIGT
845488113197640711,GW214275,1,GWA
76231,XCD4490-20,1,KTHD
37368,0471210750,1,KTHD
983913233725478491,GB1001,1,GBA
51511,CU1322,1,KTHD
48481,98360189-04,1,KTIA
54076,9422072032,0,NORD
22075,98EH3225,1,RES
59420,133025,1,SEHD
18769,98133050-00,1,SE
943771201346731542,X0141051855-1,1,SEHD
1168316444460475540,0461406V,2,KTHD
18716,120015,1,SEI
17803,980371350400,1,KTIF
1073671085048736141,CI5243,1,KTHD
68535,X0376100150,1,KTIA
63006,98911150-01,0,RES
40694,98ZMA03519GB,0,KTIF
18176,980372940555,1,KTIF
36858,98CI3243,1,KTHD
68481,CU1920,1,KTHD
20860,9702212156,0,NORD
1076261706054448686,X616055,1,RÖR
864041686614718305,TI748001,1,KTIA
69077,525702,1,RÖRI
74925,X9637083041,0,NORD
817280081750493916,EH5390,1,SEHD
5113,0300960550,1,KTF
73831,KULAS81B,0,KUL
67944,XGB3261,1,SLASK
56525,CU4666,1,KTHD
19561,336206,1,KTIF
68126,CS1371,1,KTHD
56763,98ER003214,1,SEI
71026,LS4106,1,BTI
76575,9703032044AA,0,NORD
848496622994117381,853650,1,GWA
1029937623810712710,ET0888,1,SEI
63413,980375900150A,1,KTIS
883667770953223775,X475012,1,KTHD
77114,X9292772,0,NORD
18660,98110360,1,SE
24698,98TD5416,1,RES
52809,KUL07040,0,KUL
1210960317336487696,CD1135ZM,1,KTHD
829109481874852386,TI845201,1,KTIA
1129049565086950714,CT8216ZM,1,KTHD
6344,0305760405,1,KTF
879278660761661038,871290,1,GWA
847747052386147385,861070,1,GWA
48392,0373920305,1,KTIA
63304,XVALVE250,0,ÖVRIGT
19604,98341241,1,KTIF
1229168052316899055,CT4210ZM,1,KTHD
879278661835401429,872250,1,GWA
22702,KED016161,0,KINA
32027,98CS1142,1,KTHD
23516,98OF16268,1,RES
52737,GB4077,1,SLASK
67709,0376100150,1,KTIS
1068184948573966189,CD7453,0,KTHD
63816,X0471505500,1,KTHD
73637,X0431206-8,2,KTHD
26215,98TU7290,1,RES
831752321728184891,CT8334,1,KTHP
21520,98D2324,1,RES
56404,XGB4069,1,SLASK
52595,GB3340,1,SLASK
845496438990595161,831310,1,GWA
75969,XCD4472,1,KTHD
1250023026264700038,LBL1007,2,ÖVR
38717,TU267508,1,RES
20597,921300,0,MOTOR
1216919756485870135,CD171615ZM,1,KTHD
22584,F0310,1,RES
18384,980381500750,1,KTIF
23251,KÖ0070,1,RES
23074,98KS3240,1,RES
20624,989600201021,0,RES
36273,98354039-00,1,KTIF
20486,98903131,0,RES
36098,98CU3176,1,KTHD
63538,X470455,1,KTHD
993897840875071930,X960404202760,0,NORD
51449,CU1124,1,KTHD
37032,Z1210,0,ÖVRIGT
31758,980471252205,1,KTHD
20506,98903500,0,RES
21683,98EF1320,1,RES
37063,98LCU3170,0,RES
1099638936768137087,XTD573015-1,1,KTIF
26569,360163V,1,KTIA
18621,98093314-00,2,KTIF
19374,309605,1,KTF
40531,98ZZMA0453SK,2,ÖVR
71492,LS0360,1,BTI
53168,980150537000N,1,SEHD
25413,TT241002,1,RES
63395,X0471451500,1,KTHD
1261508437826549351,IP1728,1,ITT
50816,D232812,1,DOB
23348,MSB16,0,BULT
1169798922364620982,#INSTR_2006,0,INSTR
71154,0999026,1,STÄLL
19280,304050,1,KTF
74064,EP3702,1,SEHD
1129008544937336097,#INSTR_3016,0,INSTR
72422,XEF0604,1,SEI
18111,980372750920,1,KTIF
52335,0TU749013,2,KTHD
72227,XCD4410,1,KTHD
19322,307140,1,KTF
17750,980371250925,1,RES
845496442211817633,833265,1,GWA
22644,K22160806,0,KINA
74658,X0475110305A-9,1,KTHD
20128,98612220,1,RÖR
1082633331197080668,XCF1084-1,1,KTIA
76460,98X525101-01,1,RÖRI
24964,TG764306,1,KTIF
22329,98ES0020,1,RES
1136856189421440917,CD7684ZM,1,KTHD
947131349886317296,EH1661,1,SEI
980170844502123533,CT3714,1,KTHD
55638,X0471503000N,1,KTHD
831752321728184734,CT8586,1,KTHP
53282,410280V,1,SLASK
39341,ET7483,1,SEHD
74615,98X0150515005A-9,1,SEHD
5825,980302760750,1,KTIA
63344,EP053515,1,SEI
39051,0471502205,1,KTHD
39073,0471553005,1,KTHD
68544,9603052031,0,NORD
25010,TI2300,1,RES
17989,980371861500,1,KTIA
73009,CU0484,1,KTIF
1011349221781925002,X093503-1,2,KTHD
21203,CS1452,1,RES
19547,98334060-00,1,KTIF
72905,CU0480,1,KTHD
69646,GB4110,1,SLASK
1146417690939141500,X364094-1,1,KTHD
52321,X140250,1,SEHD
38645,GF25220,1,RES
1134146011136490638,CT7260ZM,1,KTHD
69579,X120201V,1,SEHD
847747053459889397,861220,1,GWA
1195413762512576057,135152V,1,SEHD
55513,MFF6R,0,RES
70610,0760800555A,1,BTI
25541,TT5542,1,KTIA
1133144386042385808,X0170503005SEW,1,SEHD
52070,98TU781513,1,RES
22251,98EK121002,1,RES
72550,CT2755,1,RES
1284422608885047069,#REF_2215,0,REF
38230,KED016127,0,KINA
40395,98ZZMA03517GB,2,ÖVR
1144141189549344681,X150262,1,SEHD
863746912242858739,X373545,1,KTHD
18619,98093304-00,2,KTHD
5104,0300940755,1,KTF
6017,0303740110,1,KTF
39085,0471581505,1,KTHD
53895,98JD014214,1,KTIS
1232594936740670822,IP0790,1,ITT
3975,980131722005-00,1,SEI
39140,530030,1,RÖRI
76681,EV0515,1,GBA
1237059771720245857,X0471110115-3,1,KTHD
23551,OF200055,1,RES
17735,980371221100,1,RES
76490,XTD7510-2,1,KTHD
36087,98CU1120,1,KTHD
22737,98KED45126,0,KINA
27626,98TD738206,1,KTIA
30921,TU806206,1,KTIF
48070,X0371980405,1,KTIA
52558,980140522005,1,SEHD
36616,9809905-00,1,RÖR
38242,98363526-01,1,KTHD
32317,363400,1,KTIF
71147,960409032040,0,NORD
18016,0371900925,1,KTIA
847747053459890039,862060,1,GWA
22923,98KH0471,1,RES
73017,145162V-03,1,SEHD
822530997943476305,X0141050225,1,SEHD
20292,620390,1,RÖR
1258097727587866290,XLT3215,1,BTI
22206,EK0715,1,RES
74298,X0471260405-9,1,KTHD
74349,X961859052047-1,0,NORD
72024,98X0140518500M,1,SEHD
1238149285800242433,04901759,2,ITT
71424,XCU4206,1,KTHD
4391,0220021125,2,KE
76479,98X364003-10,1,KTHD
33773,98014080-00,1,SEHD
1234814688504695643,CT2040ZM,1,KTHD
1096705460824500796,GW325765,1,GWA
56578,98XXTS7516,1,KTHD
74378,EH1842,1,SEHD
31775,460064V-01,1,KTHD
1219949988624625419,CT1885ZM,1,KTHD
1216919756485870213,CD170215ZM,1,KTHD
74661,X0471110300A-9,1,KTHD
70092,CS5618,1,KTHD
879278662909143119,872350,1,GWA
36499,02210602505,2,KE
845496442211818365,842070,1,GWA
1133057869308785552,EH5500ZM,1,SEHD
74327,125600-00,1,SEHD
76877,X0381220400,1,KTIF
56728,TT5366,1,KTHD
22334,ES0038,1,RES
36139,CT4885,1,KTHD
1133078965108620609,EH5743ZM,1,SEHD
1250289188589860384,IP0354,1,ITT
63775,X0471110305-1,1,KTHD
72571,XGF16337,1,RES
31981,ET2484,1,RES
5081,0300930150,1,KTF
68840,OD0026,1,RÖRI
818716952345835968,XCT0118,1,KTIF
72718,XCG1610-7,1,KTHD
76658,X0151551850-1,1,SEHD
32034,98CS1614,1,KTHD
926407221758749949,XGF30205-1,1,RÖRI
38744,198082,2,SE
1252935183628939815,0493075,2,ITT
58140,TT5380,1,KTHD
71569,XTU7542,1,KTHD
69918,CS4613,1,KTHD
4093,980210021075,2,KE
25787,TT7835,1,KTIF
17885,0371720750,1,KTIA
75858,CT1750,1,KTHD
1138974456765579308,CI7212ZM,1,KTHD
822070141531481256,CT7283,0,PLAST
36751,989699400110,0,RES
18080,980372700225,1,KTIF
44625,CS1427,1,KTHD
40500,98ZZMA0451HU,2,ÖVR
55659,XCD5522,1,RES
845496443285560613,843155,1,GWA
53748,JS005214,1,KTIA
38589,EK1067,1,SEHD
993151160936144620,EH0793,0,BEARB
50793,98X0371780550-1A,1,KTHD
21911,98EH107002,1,RES
23164,KUG121520S,0,KINA
38287,98TU556809,1,RES
76146,TI2048,1,KTA
70981,LT4008,1,BTI
68542,XTD551516,1,KTIF
22224,98EK091002,1,RES
56099,9630062064,0,NORD
38109,CU412009,1,KTHD
1133078962961134522,EH5392ZM,1,SEHD
882281112659911480,XEH3892,1,SEHD
18669,98110420,1,SE
21250,CT1220,1,KTHD
52468,98CS4616,1,KTHD
40549,ZMA014FI,0,INST
866988955196363766,91935062,0,GBA
845496443285559965,842310,1,GWA
1232594936740670874,IP0772,1,ITT
18079,980372700220,1,KTIF
69180,720210,1,BTI
-829,VD1,0,ÖVRIGT
69018,X120415,1,SE
40564,ZMA016GB,0,INST
1224341018084079646,XTT501006,1,KTHD
68098,CS1374,0,BEARB
51500,GB4051,1,SLASK
891538020568370445,970159237126AA,0,NORD
843237139290429776,EV0710,1,GBA
12712,0351840014,2,KTIA
56406,XGB4086,1,SLASK
947131348812578201,EH0770,1,SEI
25551,98TT557906,1,KTIF
965733983345480301,X198145,1,SEI
70590,0760400305A,1,BTI
44709,98099NO,1,ÖVR
19008,98198320,1,SE
22690,KART41,0,EMB
6817,980308730300,1,KTIA
1266619312630017407,CU0712ZM,1,KTHD
894775353478673940,GW053015,1,GWA
50177,980371760925A,1,KTIA
24122,RFA40,0,FÄRG
1096705458677017580,GW234685,1,GWA
1216600560940868632,CT552016ZM,1,KTHD
44755,TI5390,1,KTIF
1000600061739659528,EH0225,1,SEI
23175,KUG122030D,0,KINA
74708,EP2669,1,SEHD
73564,803647,1,EMB
19093,227025,1,KE
1135710238288105300,X0471352205SEW,1,KTHD
25946,TU203002,1,KTF
71998,Ö3017,0,ÖVRIGT
25745,98TT750602,1,RES
31570,9637083031,0,NORD
1209521378697721171,TS507206ZM,1,KTHD
19407,309724,1,KTF
41154,TI7320,1,KTIA
72363,98Y364011,1,KTHD
69193,X500,0,ÖVRIGT
37163,0331366,2,KTIA
50681,98JS009512,1,KTIS
73237,XCS4071,1,KTHD
71728,X300001-4,1,KTF
18266,0381221105,1,KTIF
993150232149602905,EH0791,0,BEARB
4181,980210031500,2,KE
36420,98EP1105,1,RES
19542,98334042-00,1,KTIF
1099684961593481691,X0760400150,1,BTI
58651,TB8392,1,KTHD
56390,XR1227-955524,1,ÖVR
936800239252352604,454044,1,KTHD
37057,Z6510,0,ÖVRIGT
52588,GB3178,1,SLASK
58836,98460240-00,1,KTHD
48463,335552,1,KTIA
21979,98EH1555,1,RES
24159,98RFPKT0720,0,RES
52492,CT4680,1,KTHD
76605,JD047416,1,KTIA
73516,0151552200A,1,SEHD
52722,GB4030,1,SLASK
72188,98EH2432,1,SEHD
72708,X0471110225-3,1,KTHD
28280,98CT2206,1,RES
63706,OC3475,1,RÖR
845488111050156458,GW112125,1,GWA
63649,198496,1,SEHD
63452,TI8842,1,KTIA
1113457692660259028,ZTMA126770,0,INST
1094982412219187901,0KALKYL KTIS 70T D15,1,ÖVR
4617,0260006150,2,KE
1256715369855053278,X0381220305,1,KTIF
30365,98360127V,1,RES
25161,98TM251302,1,RES
32244,BR92830,0,BULT
59054,0475160750,1,KTHD
6870,980308940555,1,KTIA
1096705459750759276,GW238765,1,GWA
52576,98410250H-ES,1,ÖVR
76583,X930062,0,NORD
881910745905817631,KM7580M1017B,1,GWA
22921,98KH0461,1,RES
983894071731789549,136000,1,SEI
22797,98KF006807,0,RES
864427261067692319,TI745401,1,KTIA
30035,98460511-00,1,KTHD
1094120506952204542,#REF_2114,0,REF
4402,0220021400,2,KE
7320,980313760110,1,KTF
1129049565086956530,CT7728ZM,1,KTHD
6511,980306940555,1,KTA
36905,98CD340508,1,KTHD
38838,153025,1,SEHD
68468,0TU849013,2,KTHD
25191,98TM2765,1,RES
53190,XPMKTIF20,1,KTIF
50780,400812-00,1,DOBI
67901,1746611,0,REM
24711,98TD5520,1,RES
28267,CT2030,1,KTHD
26169,TU7013,1,RES
76127,TI2004,1,KTA
31799,EH2182,1,SEI
69282,XCT361008,1,KTHD
1097028633438679769,#REF_2155,0,REF
76397,X354042-2,1,KTIF
1151675838326640206,XCD5925,1,KTHD
32494,0471451855,1,KTHD
69261,LT3006,1,BTI
25066,TI2676,1,KTIA
20803,9618552112,0,NORD
71568,XTU7541,1,KTHD
1209206611270433980,CU1488ZM,1,KTIF
36389,530110,1,RÖRI
69537,X0130415,2,SE
41467,110450,1,SEHD
20675,9603022085,0,NORD
75899,X0461006V,2,KTHD
75577,98EH1701,1,SEHD
38872,9690092074,0,NORD
4077,980210020675,2,KE
22339,ES0080,1,RES
71392,CU5339,1,KTHD
20664,9602232045,0,NORD
63160,430450,1,KTHD
71601,X1720001,1,SE
74076,ET2710,1,SEHD
32058,CS2455,1,KTHD
76653,X0474110150-1,1,KTHD
2841,980125702200,1,SEI
22893,KH0251,0,BEARB
63566,0471300405A,1,KTHD
1224054613548597947,X0471110550-3,1,KTHD
40341,98ZZMA0303FI,2,ÖVR
56310,CB4026,1,KTHD
1232908462764171350,X460051V-3ZM,1,KTHD
44541,98XCT4010,1,KTHD
19703,98351208,1,RES
25820,TT8302,1,KTIF
847747053459889971,861275,1,GWA
63107,9702292372155AA,0,NORD
58593,455510,1,KTHD
40310,98ZZMA0300SK,2,ÖVR
892598401681729435,X456020-1,1,KTHD
986178447584910433,116200,1,SEI
72353,98Y143075,1,SEHD
52427,CD5255,1,KTHD
1164669157965913972,CT5298,1,KTHD
902997304686180678,EH172601,1,SEHD
40377,98ZZMA0308DE,2,ÖVR
39957,GF30342,1,RES
36311,CU5551,1,RES
19379,309660,1,KTF
26398,ÖFJÄD47,0,BEARB
1237698548280015917,480266V-05,1,KTHD
20329,625311,1,RÖR
44609,CD7644,1,KTHD
59438,DEK3135,0,ÖVRIGT
847747052386147401,861110,1,GWA
39974,PSP305,0,PLAST
70771,453410-01,1,KTHD
40357,98ZZMA0304HU,2,ÖVR
19096,231200,1,KE
40207,ZPL0601,0,INST
24680,98TD5365,1,RES
1279598432032488738,IP0374,1,ITT
1212430087410794482,GW4057,1,GWA
20139,98612390,0,RES
25877,TT858306,1,KTIF
26060,98TU5255,1,KTIF
53003,415742,1,SLASK
39137,GF25334,1,RES
63805,XCD5681,1,KTHD
44691,0REM085,2,SE
1385,0103700400,1,SE
59030,0474261850,1,KTHD
33706,980140503000,1,SEHD
71242,LU2003,1,BTI
59074,0475211500,1,KTHD
76086,330722,1,KTIS
22196,EK056202,1,RES
1094528306569709026,XTD2083-1,1,KTF
74291,X0471261105-9,1,KTHD
40172,TU7028,1,KTIF
52052,0359398451,2,KTIA
845488115345122788,GW312365,1,GWA
72565,EH2406,1,SEHD
72475,LT2020,1,BTI
69492,XTRATT-01,1,BTI
23194,KUG127030D,0,KINA
29927,98430511,1,KTHD
30083,464012-01,1,KTHD
54167,0475352205,1,KTHD
50717,98JT009811,1,RES
19615,98344002,1,RES
56700,CD5248,1,KTHD
25235,TS288502,1,KTA
38574,EK0068,1,SEI
1023916505791295110,XCD4252-1,1,KTHD
22031,EH2283,0,BEARB
26541,98130230H-00,1,SE
68893,CU4918,1,KTHD
25490,98TT5276,1,KTIF
54112,0474301500,1,KTHD
1168316444460475440,0471406V,2,KTHD
22662,98KA0625,1,RES
831752321728184832,CT8330,1,KTHP
68895,TU8918,1,KTHD
72941,CU3406,1,KTIF
74985,98EH1714,1,SEHD
4569,0220705500,2,KE
1226945070584113234,CU0738ZM,1,KTHD
1133032983199933836,CT4254ZM,1,KTHD
22671,KART11,0,EMB
1152725405987732972,0KALKYL_Z47043_3I,1,ÖVR
55698,98JD020014,1,KTIS
24593,TD226002,1,RES
4285,0220010250,2,KE
63232,TD596415,1,KTIF
23737,98OF256075,1,RES
20668,989603012136,0,RES
69267,X525041,1,RÖRI
17841,980371451100,1,KTIF
1168316444460480827,0431210V,2,KTHD
70014,460627,1,KTHD
936801765038987770,525703,1,RÖRI
53000,415730,1,SLASK
68638,XTD5563,0,BEARB
50822,D236612,1,DOB
24421,TB264002,1,RES
1286395786762136740,91935079,0,GCODA
20925,9705532103,0,NORD
18991,98198140-00,1,SE
56291,156485,1,SEI
24030,PSKTI30U-H,0,PLAST
58653,TB8396,1,KTHD
1195417255456240108,145075,1,SEHD
23984,PMEDKTG,0,KINA
70157,0I,0,RABATT
1137129074236268186,481921ZM,1,KTHD
50214,TD8900,1,KTIA
32130,CG4686,1,KTHD
19705,98351239,1,KTIF
40282,98ZZMA014RU,2,ÖVR
24525,TB802406,1,RES
71068,0760800750AA,1,BTI
30012,460051-02,1,KTHD
881075685956270002,484113H,1,KTHD
863997489249221951,XCT8612,1,KTHP
25383,TT206502,1,RES
32482,0471403705,1,KTHD
4165,980210031100,2,KE
28346,CT5260,1,KTHD
63163,470455,1,KTHD
69212,LI3002,1,BTI
52075,98TU7922,1,RES
77069,KED045201,0,KINA
36096,CU5175,1,KTHD
41540,98113100-01,1,SE
74340,XXCD5712,0,BEARB
75597,ZMA015NO,0,INST
24859,TG273302,1,RES
68248,911300-02,0,MOTOR
886700224847939313,GF1906,1,RÖR
21429,D0230,0,BEARB
1097784457877770819,#REF_2179,0,REF
39982,GF16050,1,RES
21470,D0670,1,RES
30310,98035186-00,1,KTIA
5087,0300930400,1,KTF
1129049559718245335,CD7617ZM,1,KTHD
44803,EF3718,1,RES
71466,TD222618,1,KTIF
68687,363856,1,KTHD
22064,EH3108,1,RES
24760,98TD6451,1,RES
70938,LI2002,1,BTI
986178449732394549,136307,1,SEI
823918224048093823,A5400003,0,GWA
73840,ZTMA334003NO,0,INST
74683,EH1863,1,SEHD
845496440064337001,831350,1,GWA
56644,PVR100,0,ÖVRIGT
56474,GF2086814,1,RES
1017318944907930287,TI7460,1,KTIA
18742,98123150,1,SE
54138,0475300550,1,KTHD
76773,XCD1341-2,1,KTHD
50961,D1376,1,DOB
39421,98JULPYNT,1,ÖVR
52556,980140518505A,1,SEHD
71178,98X334044,1,KTIF
1229168052316898621,CT2010ZM,1,KTHD
1094161805223557480,#REF_2124,0,REF
48044,CD7430,1,KTHD
69208,LI0002,1,BTI
21534,98D2366,1,RES
32316,353400,1,KTIF
30301,98036137-00,1,KTIF
1015097724016406007,X431220-80,1,KTHD
71723,X460064V,1,KTHD
58939,TG5586,1,KTHD
38550,98X0471080110,1,KTHD
75656,EH3728,1,SEHD
1096705458677017548,GW233665,1,GWA
36663,X0382870750,1,KTIF
72725,XTG8686-7,1,KTHD
1013577747047299150,0127809205,1,SEI
40760,ZMA0362HU,0,INST
36552,98OÖ4174,1,RES
70430,LV3032,1,BTI
51455,CU1145,1,KTHD
847747051312405503,852320,1,GWA
39076,0471554500,1,KTHD
20071,530342,0,RÖRI
38692,X351342,1,KTIF
69701,363546,1,KTHD
1161971278353337701,IP0160,1,ITT
73730,EF1606,1,SEHD
1252935185776420700,0498025,2,ITT
31673,120201V,1,SEHD
68029,X0376200400,1,KTIS
44706,98099FI,1,ÖVR
21935,EH1271,1,RES
44483,EH5217,1,SEHD
22297,EK2760,1,KTIF
51376,X309692-5,1,KTF
52300,98969930040,0,RES
50696,98JS014412,1,KTIS
21422,98D0130,1,RES
24053,98Q0151,1,RES
56477,GF20858,1,RES
22721,KED1290D,0,KINA
1237371651826816716,460040-03,1,KTHD
1236950519515253659,X125805-1,0,REM
22327,ES0014,1,RES
18736,98122200,1,SE
53773,JS012814,1,KTIA
68073,X0305960400,1,KTF
845488111050156138,GW128285,1,GWA
75937,X960759042031,0,NORD
31918,98MF4,0,RES
73925,XCF1080-2,1,KTHD
38609,9407532102,0,NORD
41044,GF20826,1,RES
72594,98CU447201P,1,KTIF
845488111050156500,GW113130,1,GWA
40737,ZMA03613RU,0,INST
31565,XTG5686,1,KTIF
77119,X92FA107N95,0,NORD
21589,98EF0311,1,RES
1073357919603937031,EF0955,1,SEI
24646,TD282702,1,KTF
38599,PSP255,0,PLAST
1075891471243892013,XCD5570,1,KTHD
71485,LS0334,1,BTI
26164,98TU6580,1,RES
68841,OD3004,1,RÖRI
1130890845541056745,CD5617,1,KTHD
77081,CT7274,1,KTHD
38791,981002,1,ÖVR
25830,98TT8320,1,RES
7322,980313760115,1,KTF
1092986618306095587,#REF_2071,0,REF
38403,98093603-01,2,KTHD
17904,0371741105,1,KTIA
74297,X0471260400-9,1,KTHD
22731,KED12LD,0,KINA
63689,CT1888,1,KTHD
1245548469504742843,#REF_3025,0,REF
1143872809909722838,CU412509ZM,1,KTIF
39153,616022-01,1,RÖR
4061,980210020275,2,KE
63444,TI7842,1,KTIA
73732,EF1610,1,SEHD
38575,EK0092,1,SEI
56575,98XXTD7903,1,KTHD
58685,98TI8310,1,KTHD
73462,0141050755A,1,SEHD
72256,XLT0105,1,BTI
48238,98X0140505500-1,1,SEHD
74251,XCT3020-9,1,KTHD
50171,98X367310,1,KTHD
1264085880122800234,XCT0074,1,KTHD
1174627883191175544,IP0126,1,ITT
22521,98ET4606,1,RES
22865,98KF1355,1,RES
19023,98199145-00,1,SE
63498,TD6382,1,KTIA
53006,415760,1,SLASK
58117,98014061-00,1,SEHD
31819,980160537000-01,1,SEHD
1291900379586921139,GW3.210300,1,GWA
48261,X171119M,1,SE
50486,X171090,1,SE
50515,98TI5440,1,RES
63102,0475301850A,1,KTHD
1094077947044478614,#REF_2097,0,REF
40765,ZMA0362SK,0,INST
4382,0220020900,2,KE
1110850062442914307,853001,1,GWA
1237362560453397454,430110HA-03,1,KTHD
71368,CU4374,1,KTHD
20575,9891933914,1,RES
1238165446690477855,EH0277,1,RES
38705,0305730405,1,KTF
17790,980371320305,1,KTIF
975718602225772385,TU573813,1,KTHD
1226945071657855886,CU0824ZM,1,KTHD
31967,198341,1,SE
845488112123898419,GW144440,1,GWA
51839,0364312,2,KTIA
19721,98351318,1,KTIF
1203551080799798371,CD562001ZM,1,KTHD
61277,X166236,1,SEI
1173119435850195400,919350144,0,GWA
1252935183628940742,0493040,2,ITT
71102,LV2010,1,BTI
19247,98302011,0,BULT
1210960316262744433,CD5415ZM,1,KTHD
986178448658652973,126200,1,SEI
52880,333830,1,KTIS
21259,CT1305,1,KTHD
75533,911755,0,MOTOR
58067,980140418505,1,SEHD
69757,EH194417,1,SEI
74597,X452120-9,1,KTHD
76636,XCD5629-1,1,KTHD
18965,98191014-00,1,SE
881889306498300012,XEH3818,0,BEARB
999508288602508623,EH0254,1,SEI
50858,98JT002310,1,RES
50549,0KALKYLKTH30,1,ÖVR
40683,ZMA03518NO,0,INST
1065878490047958776,X525096-4,1,RÖRI
831761759917842175,CT8102,0,KTHP
75865,X431214VLG,1,KTHD
1252935183628939861,0495035,2,ITT
25113,TI8020,1,KTIF
74924,X9700321023A,0,NORD
19541,98334040-00,1,KTIF
23059,KS2200,1,RES
63608,TB541215,1,KTHD
41179,ET313210,1,RES
74588,X9704022122,0,NORD
22666,98KA0645,1,RES
73290,EH3757,1,SEHD
886700223774197215,530096D,1,RÖR
53001,415733,1,SLASK
38412,CS3132,1,KTHD
4480,0220031575,2,KE
24821,98TD8390,1,KTIA
70794,CD512017,1,KTHD
845496440064337739,841190,1,GWA
1068184403113071937,CD5102,1,KTHD
68752,XEH2968,1,SEHD
20115,98610455,0,RES
18151,980372900300,1,KTIF
58634,TB7398,1,KTHD
69680,035294,1,KTIA
25360,98TS8315,1,RES
5510,980301940225,1,KTF
1172767385998059322,400512,1,DOB
22328,98ES0016,1,RES
845488115345122646,GW307220,1,GWA
73141,125132V-01,1,SEHD
21021,9722063047,0,NORD
995412816448213282,EH5842,1,SEHD
71259,LU4004,1,BTI
903311697329245340,145605,1,SEHD
73274,EH2372,1,SEHD
7316,980313740405,1,KTF
74496,450030VA-02,1,KTHD
19439,309842,1,KTF
5514,980301940405,1,KTF
36341,98CD6637,1,RES
36693,EH3888,1,RES
76365,X365875-20,1,KTHD
68749,XEH245512,1,SEHD
71187,LI2112,1,BTI
74728,EK1682,1,SEHD
51544,GB3925,1,SLASK
50257,TB5224,1,KTIA
53618,474061-01,1,KTHD
886700223774197006,520101D,1,RÖR
1111219514414796347,520112,1,RÖRI
24744,98TD6325,0,RES
1206499990424076659,X460142H-3,1,KTHD
38867,98045360-00,1,KTHD
39100,0471589000,1,KTHD
17872,0371700755,1,KTIA
71441,XCD5713,1,SEHD
44782,98REM140F,0,RES
68747,XEH244812,1,SEHD
63451,TI8838,1,KTIA
53554,GB4410,1,SLASK
19831,360163,1,KTIA
42095,EF2775,1,SEI
63152,98300030-01,1,KTF
21882,98EH0650,1,RES
59495,130400,1,SEI
67710,0376100150A,1,KTIS
56334,98XXTT5560,1,KTHD
881160528761769230,LI620305,0,GWA
70759,111030,1,BTI
73133,XGE60ES,0,ÖVRIGT
847747053459889925,861260,1,GWA
19320,307100,1,KTF
1131169906860916771,CD5492ZM,1,KTHD
1030246136939532279,ET1888,1,SEI
18545,980520027,1,RÖRI
25428,TT2880,1,RES
71968,XTT723406,1,KTIF
1130463829188697675,XTD5551,0,BEARB
1129049564013214501,CT7710ZM,1,KTHD
28367,98CT5554,1,KTHD
30791,980381480925,1,KTIF
1245865301709121153,0371920550F,1,KTIA
52026,0359396151,2,KTIA
69586,XEH144512,1,SEHD
26116,98TU6113,1,KTIF
50388,EH045312,1,SEHD
4186,980210031625,2,KE
24125,98RFA90,0,FÄRG
19380,309665,1,KTF
1066672459811072677,X1821111,1,SE
886700225921681169,GF2909,1,RÖR
53195,98032027,1,SLASK
74710,EP2684,1,SEHD
1015092029964283766,X0451206-80,2,KTHD
1096705458677016692,GW230610,1,GWA
59468,ET458614,1,SEI
62955,98XJT0155,1,RES
25300,98TS6162,1,RES
75878,X461006V,1,KTHD
56382,XR100-31431102,1,ÖVR
1195412176595697291,135075,1,SEHD
53798,98JS018414,1,KTIS
53949,JT005014,1,KTIA
71429,XTD16AMM,0,ÖVRIGT
72039,X460035,1,KTHD
40824,ZSA030GB,0,INST
5075,980300760555,1,KTF
41347,98X0381120150,1,KTIF
2692,0120701500,1,SEI
54169,0475353005,1,KTHD
56620,CB5011,1,KTHD
21060,98CD1112,1,RES
19965,367308,1,KTIA
900055696968284465,KM7931M6050,0,GCODA
42039,98174192,1,SE
44537,98XCT2112,1,KTHD
1209521377623978403,TD541206ZM,1,KTHD
999508288602508713,EH0250,1,SEI
19973,400272-00,1,DOB
71970,631960,0,DOBI
1097786205929080443,#REF_2189,0,REF
1023916505791295140,XCD1339-3,1,KTHD
24678,98TD5360,1,RES
25631,TT630006,1,KTIF
41965,364072,1,KTIF
14439,0352900110,2,KTIA
21836,EH041402,1,RES
1073653167513182680,485060,1,KTHD
26016,98TU5024,1,RES
74423,X0471261505A-9,1,KTHD
1162436892584522173,09986,1,GCODA
56185,98XXTS8332,1,KTHD
50790,XBELT240,0,REM
1161971277279596225,IP0500,1,ITT
58874,TD7660,1,KTHD
21434,D031902,1,RES
1083690629277795899,CD5946,1,KTHD
56086,CU4068,1,KTHD
68000,144400,1,SEHD
56176,98XXCT4546,1,KTHD
847415245747454724,A3300010,0,GWA
19906,98363602-00,1,KTIA
23507,98OF16248,1,RES
75616,X460177HTS,1,KTHD
1203551079726058853,X470164V,1,KTHD
53808,JS020114,1,KTIA
76641,XTD5513-1,1,KTHD
63907,ZMA04571SE,0,INST
1006566546150813790,CU5084,1,KTHD
37301,432110,1,KTHD
1013912203623541154,330189V,1,KTIA
39359,98SFF622,0,RES
36256,TD835706,1,KTIF
20872,9702232045,0,NORD
54097,98KEDH161205-00,1,KTHD
74416,X0475301850-1,1,KTHD
74038,EP3656,1,SEHD
69705,373559,1,KTHD
26098,98TU5550,1,RES
51180,GB3194,1,SLASK
